CommonCode,Name,Description,Symbol,Annex,Alias,Active
N41,gram per centimetre second,Unit of the dynamic viscosity as a quotient of the 0001_fold of the SI base unit kilogram divided by the 001_fold of the SI base unit metre and SI base unit second.,g/(cm*s),1,GRAM_PER_CENTIMETRE_SECOND_N41,0
23,gram per cubic centimetre,,g/cm^3,1,GRAM_PER_CUBIC_CENTIMETRE_23,0
G11,gram per cubic centimetre bar,,g/(cm^3*bar),1,GRAM_PER_CUBIC_CENTIMETRE_BAR_G11,0
G33,gram per cubic centimetre kelvin,,g/(cm^3*K),1,GRAM_PER_CUBIC_CENTIMETRE_KELVIN_G33,0
F23,gram per cubic decimetre,,g/dm^3,1,GRAM_PER_CUBIC_DECIMETRE_F23,0
G12,gram per cubic decimetre bar,,g/(dm^3*bar),1,GRAM_PER_CUBIC_DECIMETRE_BAR_G12,0
G34,gram per cubic decimetre kelvin,,g/(dm^3*K),1,GRAM_PER_CUBIC_DECIMETRE_KELVIN_G34,0
A93,gram per cubic metre,,g/m^3,1,GRAM_PER_CUBIC_METRE_A93,0
G14,gram per cubic metre bar,,g/(m^3*bar),1,GRAM_PER_CUBIC_METRE_BAR_G14,0
G36,gram per cubic metre kelvin,,g/(m^3*K),1,GRAM_PER_CUBIC_METRE_KELVIN_G36,0
F26,gram per day,,g/d,1,GRAM_PER_DAY_F26,0
F62,gram per day bar,,g/(d*bar),1,GRAM_PER_DAY_BAR_F62,0
F35,gram per day kelvin,,g/(d*K),1,GRAM_PER_DAY_KELVIN_F35,0
F25,gram per hertz,,g/Hz,1,GRAM_PER_HERTZ_F25,0
F27,gram per hour,,g/h,1,GRAM_PER_HOUR_F27,0
F63,gram per hour bar,,g/(h*bar),1,GRAM_PER_HOUR_BAR_F63,0
F36,gram per hour kelvin,,g/(h*K),1,GRAM_PER_HOUR_KELVIN_F36,0
F14,gram per kelvin,,g/K,1,GRAM_PER_KELVIN_F14,0
GK,gram per kilogram,,,2,GRAM_PER_KILOGRAM_GK,1
GL,gram per litre,,g/l,1,GRAM_PER_LITRE_GL,0
G13,gram per litre bar,,g/(l*bar),1,GRAM_PER_LITRE_BAR_G13,0
G35,gram per litre kelvin,,g/(l*K),1,GRAM_PER_LITRE_KELVIN_G35,0
GF,gram per metre (gram per 100 centimetres),,g/m,1,GRAM_PER_METRE_GRAM_PER_100_CENTIMETRES_GF,0
GJ,gram per millilitre,,g/ml,1,GRAM_PER_MILLILITRE_GJ,0
G15,gram per millilitre bar,,g/(ml*bar),1,GRAM_PER_MILLILITRE_BAR_G15,0
G37,gram per millilitre kelvin,,g/(ml*K),1,GRAM_PER_MILLILITRE_KELVIN_G37,0
H76,gram per millimetre,,g/mm,1,GRAM_PER_MILLIMETRE_H76,0
F28,gram per minute,,g/min,1,GRAM_PER_MINUTE_F28,0
F64,gram per minute bar,,g/(min*bar),1,GRAM_PER_MINUTE_BAR_F64,0
F37,gram per minute kelvin,,g/(min*K),1,GRAM_PER_MINUTE_KELVIN_F37,0
A94,gram per mole,,g/mol,1,GRAM_PER_MOLE_A94,0
F29,gram per second,,g/s,1,GRAM_PER_SECOND_F29,0
F65,gram per second bar,,g/(s*bar),1,GRAM_PER_SECOND_BAR_F65,0
F38,gram per second kelvin,,g/(s*K),1,GRAM_PER_SECOND_KELVIN_F38,0
25,gram per square centimetre,,g/cm^2,1,GRAM_PER_SQUARE_CENTIMETRE_25,0
GM,gram per square metre,,g/m^2,1,GRAM_PER_SQUARE_METRE_GM,0
N24,gram per square millimetre,0001_fold of the SI base unit kilogram divided by the 0.000 001_fold of the power of the SI base unit meter by exponent 2.,g/mm^2,1,GRAM_PER_SQUARE_MILLIMETRE_N24,0
K31,gram_force per square centimetre,,gf/cm^2,1,GRAM_FORCE_PER_SQUARE_CENTIMETRE_K31,0
A95,gray,,Gy,1,GRAY_A95,0
P61,gray per hour,SI derived unit gray divided by the unit hour.,Gy/h,1,GRAY_PER_HOUR_P61,0
P57,gray per minute,SI derived unit gray divided by the unit minute.,Gy/min,1,GRAY_PER_MINUTE_P57,0
A96,gray per second,,Gy/s,1,GRAY_PER_SECOND_A96,0
GGR,great gross,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12).,,2,GREAT_GROSS_GGR,1
GRO,gross,A unit of count defining the number of units in multiples of 144 (12 x 12).,gr,2,GROSS_GRO,1
GD,gross barrel,,,2,GROSS_BARREL_GD,1
GN,gross gallon,,,2,GROSS_GALLON_GN,1
E4,gross kilogram,A unit of mass defining the total number of kilograms before deductions.,,2,GROSS_KILOGRAM_E4,1
GRT,gross register ton,A unit of mass equal to the total cubic footage before deductions where 1 register ton is equal to 100 cubic feet. Refer International Convention on tonnage measurement of ships.,,2,GROSS_REGISTER_TON_GRT,1
GT,gross ton,A unit of mass equal to 2240 pounds. Refer International Convention on Tonnage measurement of Ships. Synonym: ton (UK) or long ton (US) (common code LTN),,2,GROSS_TON_GT,1
GY,gross yard,,,2,GROSS_YARD_GY,1
10,group,A unit of count defining the number of groups (group: set of items classified together).,,2,GROUP_10,1
X1,Gunter\'s chain,A unit of distance used or formerly used by British surveyors.,ch (UK),1,GUNTERS_CHAIN_X1,0
HD,half dozen,,,2,HALF_DOZEN_HD,1
GH,half gallon (US),,,2,HALF_GALLON_US_GH,1
HT,half hour,,,2,HALF_HOUR_HT,1
H2,half litre,,,2,HALF_LITRE_H2,1
H1,half page electronic,,,2,HALF_PAGE_ELECTRONIC_H1,1
PV,half pint (US),,,2,HALF_PINT_US_PV,1
SAN,half year (6 months),A unit of time defining the number of half years (6 months).,,2,HALF_YEAR_6_MONTHS_SAN,1
Z11,hanging container,A unit of count defining the number of hanging containers.,,2,HANGING_CONTAINER_Z11,1
HA,hank,A unit of length typically for yarn.,,2,HANK_HA,1
Q15,hartley,Logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events expressed as a logarithm to base 10.,Hart,2,HARTLEY_Q15,1
Q18,hartley per second,Time related logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events expressed as a logarithm to base 10.,Hart/s,2,HARTLEY_PER_SECOND_Q18,1
HEA,head,A unit of count defining the number of heads (head: a person or animal considered as one of a number).,,2,HEAD_HEA,1
8,heat lot,,,2,HEAT_LOT_8,1
HAR,hectare,Synonym: square hectometre,ha,1,HECTARE_HAR,0
HBA,hectobar,,hbar,1,HECTOBAR_HBA,0
HGM,hectogram,,hg,1,HECTOGRAM_HGM,0
HLT,hectolitre,,hl,1,HECTOLITRE_HLT,0
HPA,hectolitre of pure alcohol,A unit of volume equal to one hundred litres of pure alcohol.,,2,HECTOLITRE_OF_PURE_ALCOHOL_HPA,1
HMT,hectometre,,hm,1,HECTOMETRE_HMT,0
A97,hectopascal,,hPa,1,HECTOPASCAL_A97,0
F94,hectopascal cubic metre per second,,hPa*m^3/s,1,HECTOPASCAL_CUBIC_METRE_PER_SECOND_F94,0
F93,hectopascal litre per second,,hPa*l/s,1,HECTOPASCAL_LITRE_PER_SECOND_F93,0
E99,hectopascal per bar,,hPa/bar,1,HECTOPASCAL_PER_BAR_E99,0
F82,hectopascal per kelvin,,hPa/K,1,HECTOPASCAL_PER_KELVIN_F82,0
P82,hectopascal per metre,100_fold of the derived SI unit pascal divided by the SI base unit metre.,hPa/m,1,HECTOPASCAL_PER_METRE_P82,0
P35,Hefner_Kerze,Obsolete non_legal unit of the power in Germany relating to DIN 1301_3:1979: 1 HK = 0903 cd.,HK,1,HEFNER_KERZE_P35,0
81,henry,,H,1,HENRY_81,0
H03,henry per kiloohm,,H/kΩ,1,HENRY_PER_KILOOHM_H03,0
A98,henry per metre,,H/m,1,HENRY_PER_METRE_A98,0
H04,henry per ohm,,H/Ω,1,HENRY_PER_OHM_H04,0
HTZ,hertz,,Hz,1,HERTZ_HTZ,0
H34,hertz metre,,Hz*m,1,HERTZ_METRE_H34,0
Z4,hogshead,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,HOGSHEAD_Z4,1
30,horse power day per air dry metric ton,,,2,HORSE_POWER_DAY_PER_AIR_DRY_METRIC_TON_30,1
K42,horsepower (boiler),,boiler hp,1,HORSEPOWER_BOILER_K42,0
K43,horsepower (electric),,electric hp,1,HORSEPOWER_ELECTRIC_K43,0
HUR,hour,,h,1,HOUR_HUR,0
CEN,hundred,A unit of count defining the number of units in multiples of 100.,,2,HUNDRED_CEN,1
BP,hundred board foot,A unit of volume equal to one hundred board foot.,,2,HUNDRED_BOARD_FOOT_BP,1
HBX,hundred boxes,A unit of count defining the number of boxes in multiples of one hundred box units.,,2,HUNDRED_BOXES_HBX,1
HC,hundred count,A unit of count defining the number of units counted in multiples of 100.,,2,HUNDRED_COUNT_HC,1
HH,hundred cubic foot,A unit of volume equal to one hundred cubic foot.,,2,HUNDRED_CUBIC_FOOT_HH,1
FF,hundred cubic metre,A unit of volume equal to one hundred cubic metres.,,2,HUNDRED_CUBIC_METRE_FF,1
16,hundred fifteen kg drum,,,2,HUNDRED_FIFTEEN_KG_DRUM_16,1
HF,hundred foot,,,2,HUNDRED_FOOT_HF,1
HL,hundred foot (linear),,,2,HUNDRED_FOOT_LINEAR_HL,1
HIU,hundred international unit,A unit of count defining the number of international units in multiples of 100.,,2,HUNDRED_INTERNATIONAL_UNIT_HIU,1
HK,hundred kilogram,,,2,HUNDRED_KILOGRAM_HK,1
HDW,hundred kilogram dry weight,A unit of mass defining the number of hundred kilograms of a product disregarding the water content of the product.,,2,HUNDRED_KILOGRAM_DRY_WEIGHT_HDW,1
HKM,hundred kilogram net mass,A unit of mass defining the number of hundred kilograms of a product after deductions.,,2,HUNDRED_KILOGRAM_NET_MASS_HKM,1
17,hundred lb drum,,,2,HUNDRED_LB_DRUM_17,1
CLF,hundred leave,A unit of count defining the number of leaves expressed in units of one hundred leaves.,,2,HUNDRED_LEAVE_CLF,1
YL,hundred linear yard,,,2,HUNDRED_LINEAR_YARD_YL,1
JPS,hundred metre,A unit of count defining the number of 100 metre lengths.,,2,HUNDRED_METRE_JPS,1
CNP,hundred pack,A unit of count defining the number of hundred_packs (hundred_pack: set of one hundred items packaged together).,,2,HUNDRED_PACK_CNP,1
CWA,hundred pound (cwt) hundred weight (US),,cwt (US),1,HUNDRED_POUND_CWT_HUNDRED_WEIGHT_US_CWA,0
HI,hundred sheet,,,2,HUNDRED_SHEET_HI,1
HS,hundred square foot,,,2,HUNDRED_SQUARE_FOOT_HS,1
HO,hundred troy ounce,,,2,HUNDRED_TROY_OUNCE_HO,1
CWI,hundred weight (UK),,cwt (UK),1,HUNDRED_WEIGHT_UK_CWI,0
HY,hundred yard,,,2,HUNDRED_YARD_HY,1
HE,hundredth of a carat,,,2,HUNDREDTH_OF_A_CARAT_HE,1
5J,hydraulic horse power,A unit of power defining the hydraulic horse power delivered by a fluid pump depending on the viscosity of the fluid.,,2,HYDRAULIC_HORSE_POWER_5J,1
G3,Imperial gallon per minute,,gal (UK) /min,1,IMPERIAL_GALLON_PER_MINUTE_G3,0
IM,impression,,,2,IMPRESSION_IM,1
INH,inch,,in,1,INCH_INH,0
F79,inch of mercury,,inHg,1,INCH_OF_MERCURY_F79,0
N16,inch of mercury (32 ºF),Non SI_conforming unit of pressure according to the Anglo_American and Imperial system for units whereas the value of 1 inHg meets the static pressure which is generated by a mercury at a temperature of 32°F with a height of 1 inch.,inHG (32 ºF),1,INCH_OF_MERCURY_32_ºF_N16,0
N17,inch of mercury (60 ºF),Non SI_conforming unit of pressure according to the Anglo_American and Imperial system for units whereas the value of 1 inHg meets the static pressure which is generated by a mercury at a temperature of 60°F with a height of 1 inch.,inHg (60 ºF),1,INCH_OF_MERCURY_60_ºF_N17,0
F78,inch of water,,inH₂O,1,INCH_OF_WATER_F78,0
N18,inch of water (39.2 ºF),Non SI_conforming unit of pressure according to the Anglo_American and Imperial system for units whereas the value of 1 inH2O meets the static pressure which is generated by a head of water at a temperature of 392°F with a height of 1 inch .,inH₂O (392 ºF),1,INCH_OF_WATER_392_ºF_N18,0
N19,inch of water (60 ºF),Non SI_conforming unit of pressure according to the Anglo_American and Imperial system for units whereas the value of 1 inH2O meets the static pressure which is generated by a head of water at a temperature of 60°F with a height of 1 inch .,inH₂O (60 ºF),1,INCH_OF_WATER_60_ºF_N19,0
K45,inch per degree Fahrenheit,,in/°F,1,INCH_PER_DEGREE_FAHRENHEIT_K45,0
B82,inch per linear foot,A unit of length defining the number of inches per linear foot.,,2,INCH_PER_LINEAR_FOOT_B82,1
M63,inch per minute,Unit inch according to the Anglo_American and Imperial system of units divided by the unit minute.,in/min,1,INCH_PER_MINUTE_M63,0
IL,inch per minute,,,2,INCH_PER_MINUTE_IL,1
K46,inch per psi,,in/psi,1,INCH_PER_PSI_K46,0
IU,inch per second,,in/s,1,INCH_PER_SECOND_IU,0
K47,inch per second degree Fahrenheit,,(in/s)/°F,1,INCH_PER_SECOND_DEGREE_FAHRENHEIT_K47,0
K48,inch per second psi,,(in/s)/psi,1,INCH_PER_SECOND_PSI_K48,0
IV,inch per second squared,,in/s^2,1,INCH_PER_SECOND_SQUARED_IV,0
H57,inch per two pi radiant,,in/revolution,1,INCH_PER_TWO_PI_RADIANT_H57,0
M61,inch per year,Unit of the length according to the Anglo_American and Imperial system of units divided by the unit common year with 365 days.,in/y,1,INCH_PER_YEAR_M61,0
IA,inch pound (pound inch),,in*lb,1,INCH_POUND_POUND_INCH_IA,0
N47,inch poundal,Unit of work (force multiplied by path) according to the Imperial system of units as a product unit inch multiplied by poundal.,in*pdl,1,INCH_POUNDAL_N47,0
D69,inch to the fourth power,,in^4,1,INCH_TO_THE_FOURTH_POWER_D69,0
IF,inches of water,Use inch of water (common code F78),,2,INCHES_OF_WATER_IF,1
IP,insurance policy,,,2,INSURANCE_POLICY_IP,1
P36,international candle,Obsolete non_legal unit of the power in Germany relating to DIN 1301_3:1979: 1 HK = 1019 cd.,IK,1,INTERNATIONAL_CANDLE_P36,0
ISD,international sugar degree,A unit of measure defining the sugar content of a solution expressed in degrees.,,2,INTERNATIONAL_SUGAR_DEGREE_ISD,1
JR,jar,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,JAR_JR,1
E51,job,A unit of count defining the number of jobs.,,2,JOB_E51,1
JO,joint,,,2,JOINT_JO,1
JOU,joule,,J,1,JOULE_JOU,0
B8,joule per cubic metre,,J/m^3,1,JOULE_PER_CUBIC_METRE_B8,0
P17,joule per day,Quotient from the derived SI unit joule divided by the unit day.,J/d,1,JOULE_PER_DAY_P17,0
D95,joule per gram,,J/g,1,JOULE_PER_GRAM_D95,0
P16,joule per hour,Quotient from the derived SI unit joule divided by the unit hour.,J/h,1,JOULE_PER_HOUR_P16,0
JE,joule per kelvin,,J/K,1,JOULE_PER_KELVIN_JE,0
J2,joule per kilogram,,J/kg,1,JOULE_PER_KILOGRAM_J2,0
B11,joule per kilogram kelvin,,J/(kg*K),1,JOULE_PER_KILOGRAM_KELVIN_B11,0
B12,joule per metre,,J/m,1,JOULE_PER_METRE_B12,0
B14,joule per metre to the fourth power,,J/m^4,1,JOULE_PER_METRE_TO_THE_FOURTH_POWER_B14,0
P15,joule per minute,Quotient from the derived SI unit joule divided by the unit minute.,J/min,1,JOULE_PER_MINUTE_P15,0
B15,joule per mole,,J/mol,1,JOULE_PER_MOLE_B15,0
B16,joule per mole kelvin,,J/(mol*K),1,JOULE_PER_MOLE_KELVIN_B16,0
Q41,Joule per normalised cubic metre,Joule per normalised cubic metre (temperature 0°C and pressure 101325 millibars).,,1,JOULE_PER_NORMALISED_CUBIC_METRE_Q41,0
P14,joule per second,Quotient of the derived SI unit joule divided by the SI base unit second.,J/s,1,JOULE_PER_SECOND_P14,0
E43,joule per square centimetre,A unit of energy defining the number of joules per square centimetre.,J/cm^2,1,JOULE_PER_SQUARE_CENTIMETRE_E43,0
B13,joule per square metre,Synonym: joule per metre squared,J/m^2,1,JOULE_PER_SQUARE_METRE_B13,0
Q42,Joule per standard cubic metre,Joule per standard cubic metre (temperature 15°C and pressure 101325 millibars).,,1,JOULE_PER_STANDARD_CUBIC_METRE_Q42,0
Q10,joule per tesla,Unit of the magnetic dipole moment of the molecule as derived SI unit joule divided by the derived SI unit tesla.,J/T,2,JOULE_PER_TESLA_Q10,1
B18,joule second,,J*s,1,JOULE_SECOND_B18,0
D73,joule square metre,,J*m^2,1,JOULE_SQUARE_METRE_D73,0
B20,joule square metre per kilogram,,J*m^2/kg,1,JOULE_SQUARE_METRE_PER_KILOGRAM_B20,0
JG,jug,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,JUG_JG,1
JB,jumbo,,,2,JUMBO_JB,1
KAT,katal,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts.,kat,1,KATAL_KAT,0
KG,keg,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,KEG_KG,1
KEL,kelvin,Refer ISO 80000_5 (Quantities and units — Part 5: Thermodynamics),K,1,KELVIN_KEL,0
H35,kelvin metre per watt,,K*m/W,1,KELVIN_METRE_PER_WATT_H35,0
F61,kelvin per bar,,K/bar,1,KELVIN_PER_BAR_F61,0
F10,kelvin per hour,,K/h,1,KELVIN_PER_HOUR_F10,0
F02,kelvin per kelvin,,K/K,1,KELVIN_PER_KELVIN_F02,0
F11,kelvin per minute,,K/min,1,KELVIN_PER_MINUTE_F11,0
N79,kelvin per pascal,SI base unit kelvin divided by the derived SI unit pascal.,K/Pa,1,KELVIN_PER_PASCAL_N79,0
F12,kelvin per second,,K/s,1,KELVIN_PER_SECOND_F12,0
B21,kelvin per watt,,K/W,1,KELVIN_PER_WATT_B21,0
C21,kibibit,A unit of information equal to 2^1^0 (1024) bits (binary digits).,Kibit,2,KIBIBIT_C21,1
E74,kibibit per cubic metre,A unit of information equal to 2^10 bits (binary digits) per cubic metre.,Kibit/m^3,2,KIBIBIT_PER_CUBIC_METRE_E74,1
E72,kibibit per metre,A unit of information equal to 2^10 bits (binary digits) per metre.,Kibit/m,2,KIBIBIT_PER_METRE_E72,1
E73,kibibit per square metre,A unit of information equal to 2^10 bits (binary digits) per square metre.,Kibit/m^2,2,KIBIBIT_PER_SQUARE_METRE_E73,1
E64,kibibyte,A unit of information equal to 2^10 bytes.,Kibyte,2,KIBIBYTE_E64,1
B22,kiloampere,,kA,1,KILOAMPERE_B22,0
TAH,kiloampere hour (thousand ampere hour),,kA*h,1,KILOAMPERE_HOUR_THOUSAND_AMPERE_HOUR_TAH,0
B24,kiloampere per metre,,kA/m,1,KILOAMPERE_PER_METRE_B24,0
B23,kiloampere per square metre,,kA/m^2,1,KILOAMPERE_PER_SQUARE_METRE_B23,0
KBA,kilobar,,kbar,1,KILOBAR_KBA,0
K50,kilobaud,A unit of signal transmission speed equal to 10^3 (1000) signaling events per second.,kBd,2,KILOBAUD_K50,1
2Q,kilobecquerel,,kBq,1,KILOBECQUEREL_2Q,0
B25,kilobecquerel per kilogram,,kBq/kg,1,KILOBECQUEREL_PER_KILOGRAM_B25,0
C37,kilobit,A unit of information equal to 10^3 (1000) bits (binary digits).,kbit,2,KILOBIT_C37,1
C74,kilobit per second,A unit of information equal to 10^3 (1000) bits (binary digits) per second.,kbit/s,2,KILOBIT_PER_SECOND_C74,1
2P,kilobyte,A unit of information equal to 10^3 (1000) bytes.,kbyte,2,KILOBYTE_2P,1
P94,kilobyte per second,1000_fold of the unit byte divided by the SI base unit second.,kbyte/s,2,KILOBYTE_PER_SECOND_P94,1
E14,kilocalorie (international table),,kcalIT,1,KILOCALORIE_INTERNATIONAL_TABLE_E14,0
N65,kilocalorie (international table) per gram kelvin,Unit of the mass_related heat capacity as quotient 1000_fold of the calorie (international table) divided by the product of the 0001_fold of the SI base units kilogram and kelvin.,(kcalIT/K)/g,1,KILOCALORIE_INTERNATIONAL_TABLE_PER_GRAM_KELVIN_N65,0
K52,kilocalorie (international table) per hour metre degree Celsius,,kcal/(m*h*°C),1,KILOCALORIE_INTERNATIONAL_TABLE_PER_HOUR_METRE_DEGREE_CELSIUS_K52,0
K51,kilocalorie (mean),,kcal,1,KILOCALORIE_MEAN_K51,0
K53,kilocalorie (thermochemical),,kcalth,1,KILOCALORIE_THERMOCHEMICAL_K53,0
E15,kilocalorie (thermochemical) per hour,,kcalth/h,1,KILOCALORIE_THERMOCHEMICAL_PER_HOUR_E15,0
K54,kilocalorie (thermochemical) per minute,,kcalth/min,1,KILOCALORIE_THERMOCHEMICAL_PER_MINUTE_K54,0
K55,kilocalorie (thermochemical) per second,,kcalth/s,1,KILOCALORIE_THERMOCHEMICAL_PER_SECOND_K55,0
P33,kilocandela,1000_fold of the SI base unit candela.,kcd,1,KILOCANDELA_P33,0
KB,kilocharacter,A unit of information equal to 10^3 (1000) characters.,,2,KILOCHARACTER_KB,1
B26,kilocoulomb,,kC,1,KILOCOULOMB_B26,0
B27,kilocoulomb per cubic metre,,kC/m^3,1,KILOCOULOMB_PER_CUBIC_METRE_B27,0
B28,kilocoulomb per square metre,,kC/m^2,1,KILOCOULOMB_PER_SQUARE_METRE_B28,0
2R,kilocurie,,kCi,1,KILOCURIE_2R,0
B29,kiloelectronvolt,,keV,1,KILOELECTRONVOLT_B29,0
N90,kilofarad,1000_fold of the derived SI unit farad.,kF,1,KILOFARAD_N90,0
78,kilogauss,,kGs,2,KILOGAUSS_78,1
KGM,kilogram,A unit of mass equal to one thousand grams.,kg,1,KILOGRAM_KGM,1
M98,kilogram centimetre per second,Product of the SI base unit kilogram and the 001_fold of the SI base unit metre divided by the SI base unit second.,kg*(cm/s),1,KILOGRAM_CENTIMETRE_PER_SECOND_M98,0
KD,kilogram decimal,,,2,KILOGRAM_DECIMAL_KD,1
KDW,kilogram drained net weight,A unit of mass defining the net number of kilograms of a product disregarding the liquid content of the product.,kg/net eda,2,KILOGRAM_DRAINED_NET_WEIGHT_KDW,1
MND,kilogram dry weight,A unit of mass defining the number of kilograms of a product disregarding the water content of the product.,,2,KILOGRAM_DRY_WEIGHT_MND,1
KIC,kilogram including container,A unit of mass defining the number of kilograms of a product including its container.,,2,KILOGRAM_INCLUDING_CONTAINER_KIC,1
KIP,kilogram including inner packaging,A unit of mass defining the number of kilograms of a product including its inner packaging materials.,,2,KILOGRAM_INCLUDING_INNER_PACKAGING_KIP,1
M94,kilogram metre,Unit of imbalance as a product of the SI base unit kilogram and the SI base unit metre.,kg*m,1,KILOGRAM_METRE_M94,0
B31,kilogram metre per second,,kg*m/s,1,KILOGRAM_METRE_PER_SECOND_B31,0
M77,kilogram metre per second squared,Product of the SI base unit kilogram and the SI base unit metre divided by the power of the SI base unit second by exponent 2.,kg*m/s^2,1,KILOGRAM_METRE_PER_SECOND_SQUARED_M77,0
B32,kilogram metre squared,,kg*m^2,1,KILOGRAM_METRE_SQUARED_B32,0
B33,kilogram metre squared per second,,kg*m^2/s,1,KILOGRAM_METRE_SQUARED_PER_SECOND_B33,0
KNS,kilogram named substance,A unit of mass equal to one kilogram of a named substance.,,2,KILOGRAM_NAMED_SUBSTANCE_KNS,1
KCC,kilogram of choline chloride,A unit of mass equal to one thousand grams of choline chloride.,kg Cv5 Hv14ClNO,2,KILOGRAM_OF_CHOLINE_CHLORIDE_KCC,1
KHY,kilogram of hydrogen peroxide,A unit of mass equal to one thousand grams of hydrogen peroxide.,kg H₂O₂,2,KILOGRAM_OF_HYDROGEN_PEROXIDE_KHY,1
TMS,kilogram of imported meat less offal,A unit of mass equal to one thousand grams of imported meat disregarding less valuable by_products such as the entrails.,,2,KILOGRAM_OF_IMPORTED_MEAT_LESS_OFFAL_TMS,1
KMA,kilogram of methylamine,A unit of mass equal to one thousand grams of methylamine.,kg met.am.,2,KILOGRAM_OF_METHYLAMINE_KMA,1
KNI,kilogram of nitrogen,A unit of mass equal to one thousand grams of nitrogen.,kg N,2,KILOGRAM_OF_NITROGEN_KNI,1
KPP,kilogram of phosphorus pentoxide (phosphoric anhydride),A unit of mass equal to one thousand grams of phosphorus pentoxide phosphoric anhydride.,,2,KILOGRAM_OF_PHOSPHORUS_PENTOXIDE_PHOSPHORIC_ANHYDRIDE_KPP,1
KPH,kilogram of potassium hydroxide (caustic potash),A unit of mass equal to one thousand grams of potassium hydroxide (caustic potash).,kg KOH,2,KILOGRAM_OF_POTASSIUM_HYDROXIDE_CAUSTIC_POTASH_KPH,1
KPO,kilogram of potassium oxide,A unit of mass equal to one thousand grams of potassium oxide.,kg K₂O,2,KILOGRAM_OF_POTASSIUM_OXIDE_KPO,1
KSH,kilogram of sodium hydroxide (caustic soda),A unit of mass equal to one thousand grams of sodium hydroxide (caustic soda).,kg NaOH,2,KILOGRAM_OF_SODIUM_HYDROXIDE_CAUSTIC_SODA_KSH,1
KSD,kilogram of substance 90 percent dry,A unit of mass equal to one thousand grams of a named substance that is 90% dry.,kg 90 % sdt,2,KILOGRAM_OF_SUBSTANCE_90_PERCENT_DRY_KSD,1
KWO,kilogram of tungsten trioxide,A unit of mass equal to one thousand grams of tungsten trioxide.,kg WO₃,2,KILOGRAM_OF_TUNGSTEN_TRIOXIDE_KWO,1
KUR,kilogram of uranium,A unit of mass equal to one thousand grams of uranium.,kg U,2,KILOGRAM_OF_URANIUM_KUR,1
32,kilogram per air dry metric ton,,,2,KILOGRAM_PER_AIR_DRY_METRIC_TON_32,1
H53,kilogram per bar,,kg/bar,1,KILOGRAM_PER_BAR_H53,0
G31,kilogram per cubic centimetre,,kg/cm^3,1,KILOGRAM_PER_CUBIC_CENTIMETRE_G31,0
G16,kilogram per cubic centimetre bar,,kg/(cm^3*bar),1,KILOGRAM_PER_CUBIC_CENTIMETRE_BAR_G16,0
G38,kilogram per cubic centimetre kelvin,,kg/(cm^3*K),1,KILOGRAM_PER_CUBIC_CENTIMETRE_KELVIN_G38,0
